id,target
n581bc4769e4f44f,1
n4df76093798946a,1
n4e22180e87ea429,1
n8672a99d5846431,0
n77d5fd23a0d641f,0
n729c8992d6d8423,0
n2bfa071e5b8f407,0
nf9cd4021f9b14fa,1
nf86d62a691354df,0
n6e6568c96142423,1
n0958fa6535b745d,1
nee26158497bf49e,0
n6212a1dac3f044f,1
n4ac11776a16142e,0
n56c5d515b670490,1
n8cae765b2eef4b2,0
n431d5bf8e3ce4d8,1
ndca6c9d26c68454,0
n92b6867b05de4e0,1
n12bc54a8e86c4a0,1
n9d9664a9770e402,0
na6cf192c3039484,0
nd612634a3314431,1
nd5fb8700f6ff402,0
ndf326b67de3745a,1
n63a4f24070534db,1
n366fff5139af419,0
n0d66ea0a631c4d7,1
n5de60aff1e9b4d4,1
n5f9f8a267ff74ea,1
n216560c62e78458,0
n0a97c995f748465,1
n2c23bf0f816a422,1
nb46823e7de0f4a6,1
n854e432c1d0e429,1
ne248bfe7fcbc425,1
nf56a9d8c10fb4a5,0
n7e54d9a2eecc4d3,1
nfe9afc5d0674411,1
ne0e5caf2c3b44c0,0
n835443680b15486,0
n3515246b78c04fb,1
na3ee5471daab478,1
ncf11aa9d24db4b5,0
n9c8ceb0331c64ee,0
naef3704376b14b1,0
ndbe0d6cb37be41a,1
n74feb6d198c04ac,1
n7cb0cf0ab3554f1,1
n079199de5b1a411,0
n45ab4003bfd54b4,0
n918f069ae9a34b5,0
n2fcdad51960c40e,1
na3f1a639381f400,1
n97c5e68755fd453,0
n4f578a690213470,1
nd2fc2893c36c443,0
nd11f63c1db9f483,0
n4ee0df76bd36487,1
n6b1cc91d70e246d,0
n0f733134bcdc491,1
n12f5514d7ae24b0,1
nc122c04eb2ec4a6,0
n8368cfb90dbe494,1
nc1b3abb61a144c3,0
n7904ec40a5a74c5,1
n454606b276814da,0
n0348316a586d4d3,0
nb364a52a41c7466,0
n0cb5591a3621404,0
nc9908e2420664ce,1
ne4a8120859cd4b5,1
n691b33b8ab54415,0
nbdab626b52aa43a,0
n1ddce7cbbf52404,1
neb3682dfdb0d411,0
nc456197d2a664a9,0
n88962c894c3643e,1
n8eec083bccf8417,1
n34f893b1ffb3433,1
n2ee1232c1ac5464,0
n78084bd1d94f490,0
na6cc195e01df48c,1
n31855b447691496,1
nf4d64107decd427,1
nb7c1c77a479d4ec,0
n0513686c761c42c,1
n12efba321e07415,0
nebc1a3f851534d7,0
n73813028411f456,0
n7d3fd11a617a47d,0
nb7715f428a45426,1
n33c359f06f12448,1
n501275cf4d5048e,1
n0e216939c541427,0
nbf2ab92a94ab4f2,1
n43f6bf2b1e2f48b,1
n4339b404b30c476,1
n1d608f6adc26441,1
n03e7b1cfa11c405,1
n0b460e8b973c47a,1
n84547a302df14d7,0
n416e7541d600419,0
nc5d45c1d7324457,0
ne9188239aad4475,0
n8d6741967b0c463,1
na4e556d8f3f542c,1
nf7e01b75bb4c4b0,0
n48a356e8e7804b2,0
nb888eee1fc924c3,1
nf9db2a6708b94c5,0
nc5cff5c0ad1442f,1
nb2b9455c8e6d421,0
nc2f0e74646664c1,0
n56de06dac9af46a,1
nc9fac3362f3f466,1
nc6bd40840e26461,1
n6b2c51365f884ec,0
n4f927a33c8124a1,0
n1012c198b42d41e,0
n6258a6f471ba495,0
nf508bdbcd1ea4c1,1
n8b608d5f2594425,0
n49469fac40c34ed,1
nf6507f1a25e247b,1
n2cd4748bbeb64c8,0
n620bc1b3c41a498,0
n1071236b43624aa,0
ne2c453d4fc844c3,1
nd48723f51cbf455,1
n947fdb64924942e,0
n5830dcc0a94a415,0
n0c87a7b6659747d,0
n0d34b7ed4daf438,1
n17eca0931665461,1
ne9573e16914d4b7,0
n973da0d48902489,1
n586b3e0a669d45a,1
nda761fc663a2445,0
n37e4abf6144542e,0
n3751e624818f4d7,1
n7fb9cc885b6b40f,1
n2b9471b379ed402,0
nef0badb570794c1,0
n68e7507d05f742b,1
n02080edec6c94bd,1
n117b24e8e7644c7,1
ne30e86c3c4ef45b,1
n294b0cc21e75420,1
n1e0bc270a1aa480,0
nc66c551f24c744e,1
ne079841890dc4dc,1
ne7b8488af455446,1
n66af354df22e42e,1
n070e04dc86d2443,0
nb33da91a5fba418,0
n79db7432a549425,1
n906a949760384cf,1
naf70ccb7773e4d8,0
nefdae75dc0fb4f0,1
n966f51f4a22449b,0
nd1f69af647ba4e3,1
nf15f825c99b1465,0
n8692dbae25034b6,1
n465b763275c04f6,1
ndb62590fc618431,1
n4390dd8965fe4a6,1
nc6d06144537c48e,0
na24dca1110ad4a6,0
n4d117f5d9826453,1
n3eefb3add905406,1
nd513d9cc4cca4dd,1
n34ad25f9c052474,1
n392a53415ece488,0
n52c1100130ca438,0
n9ba337acae4342a,0
n15336495deb14bc,0
n7cb45e5ca19748f,0
n7f9bb0c6d6924d6,0
n241774273134433,1
n7d5714f3ae69405,1
n916596b47765449,1
n05db10d167da45d,0
nd42c600e2bd4436,1
n3d05be69b18541d,0
na083e16a81d14fe,0
n200cf16c5707432,1
n5d3762a3a9a0464,1
na2f17170e714454,0
n59f109fc2a1c47d,1
ndcfc0730f0ca4ec,0
nba74560ca71e4fe,0
nef4e426b27ff432,1
n96e82d4d5b38493,0
n0f6f22a2e2ae452,0
n0f274fd9db334f4,0
n18cd9717379440b,0
na75afc92fcd14ee,1
n01c387cd45a34e2,1
na733e2f6e1f7407,1
n4f37371b288e49c,1
n48014509bf864f5,1
n453388af3f10456,0
n8dda9f8355e34d8,1
nd1eda9ed08054d3,1
n12c9be69a655462,1
n59fb28c22e64442,0
n7b60fdcf87624bb,1
n0308d03e6d73491,1
ncbfc1734d1e34e9,0
n2d7a3adcdf8b44a,0
n6947edb303e341a,0
nc422bafbd933489,0
n68036c77246440b,0
n897a249d2a97417,0
nae12a70ce888470,1
n43183fd79002467,0
nb525268e6cbd4fb,0
nc0959be10274415,1
n4287a653ade345f,0
na1fad6cdc68c462,0
nd72f3648a927494,1
na8c0c07001124e7,0
ndb82c4b962cf4cc,1
nf32dfae5383f4e5,1
n0da6257a6735481,0
nd96a592363064dc,1
n0413eea260994a5,0
ncef7ccc27a1948b,1
nd19d47e4aeb4441,0
n49f80e5e030d420,0
na71ece45ed8e434,1
nbf83596251084f8,0
n9956b313ba664e7,0
n345c6a78f4c64c2,0
n1a58b15a6f6b413,0
n68f3fa0df6ae41f,1
neffec2905d5c487,0
nb5606235c69b447,1
n825a721ef806471,0
n0d9c622276fd484,1
nb071c43de530498,0
n7e1d1da779664db,0
n693e0492d54e408,0
nafeb28a0e9a14a6,1
n077027da8536485,1
n94b55cb08636402,0
n6136e58d70714a9,0
nf03838debc30404,1
n4be5f4db49ff436,0
n799dcc06786848d,0
necd8334b5852456,1
nc5ffda13f77b484,1
nea74ddbd496642f,0
naedd4edadafc437,1
nb0f5b675441d4b3,1
nf5d7efe5a05d408,0
ncf82354871e3439,0
na0ba3aad0d7d47c,0
nd8f25d30b38e4d7,0
n262ae71a6797468,1
n525caebc94f54b4,1
nf19e05bc375f428,0
n8e6fe9a4e7e645b,1
n2662417a19de470,0
n64496f07f4e944f,1
n5e0c370c373a480,1
n543fed40c7a7488,1
nd0ba832cea444ca,0
n4de0950be39d4d9,1
ncf7857a1502946e,1
nb557a977902741a,0
n5f751e9a4f07406,1
n270369784e514d0,1
n55f6cb20bb2348f,0
ndf75a4f7805c4b1,0
n46608b4e9731460,1
n0caac5a3613d451,0
n97e77bcccefe47a,0
na450c20c90eb442,0
n465c61eaeffb42d,0
n164a2c15fd354f6,1
n0065432ce009444,1
n7fa39908fe5548e,1
ne0abeb18e85d4c7,0
nfe76547592a245e,1
na88ab96bcd1d44b,1
n02ede0c6877949f,1
n70996af644694a4,1
n10ef500b8e1b48b,1
n0b7971a4d7794c2,0
n8e4f93a46cd040b,0
n9347eb9079fe4bb,0
n8ae9c33cdad34e1,0
n523a6a7efec542d,1
nad19ce124e2e406,0
nac43781c5cd7407,0
nac6895fdf35f4db,1
n870bc750a4984f3,0
n0aec90f545c147a,0
n0cf981f45a1f4d1,0
n3bf1bf71eda641d,1
ncb29d01108fd4d8,0
n0cd5685e7ff1479,0
n0f537c4c87ba4ea,1
n836dac8081f748d,0
ndd75889c6285471,1
ned66ca48ca994e0,0
n0599988887f642a,0
ne2ffde0a195949c,0
nd66e5318161a455,0
nc57207fc635c492,0
n3c077d7e7783460,0
n9c12d30d653043c,0
nd9449994c3ba47f,0
n34e6fcc8fb634ff,1
n1d6b7121a11344d,1
n22713d49ecce4a9,1
n8b70b67bda0749d,1
n02e413336f674e5,1
n52a98da46807433,0
na33adabde6f54e7,0
n7c2f1fda8c27465,0
n6630b85e0efa489,0
nc55cfc166023431,0
ne4edda162a8b4a4,0
n0435024fe0e944c,0
nc84851ae7af24bd,0
naf2184a88652425,0
na646127aaa344a7,1
n117cc6ee9bc348d,1
nb6f7f648b1a1402,1
n609a4817779c426,0
n4da0e3eb6af2403,0
n00b2bc8cf4494c7,1
na46b294b35c2407,1
n231ed146422a4cd,0
n84b9f73fd8dc417,1
n7805abcff855430,0
nbec0f0ba5f894ec,1
nc56f6ca73c4a49c,1
n67a15e63057649b,0
n35795157597f433,0
nb4ae41f75bf447b,1
n4404bb373eb84fc,0
n6e140ec1013b47b,0
n13bf1269596e400,0
n593f1a2340aa410,0
n764d39a946274f5,1
nfa2482f3234e4ae,0
n0193758d7737402,0
n3fede8e373e3428,0
nae87ef40f86a4a9,0
n5c8dbf1c58c9413,1
n93398ab0649c4de,1
nf7a9e386567a488,1
n8997909ae9fe4a3,1
ndd217de558b8479,1
n207491a0f2ed448,0
n769fc7bdcc9c49a,0
nbdfb29af70bf41d,1
n168c6d242fc04fe,1
n6b9ffc8e5fec491,0
n83087a97a3d94c3,0
na4a79de8075142a,1
n6417f87c90564f0,0
n566da998a6a7477,1
n9cb1bc532adb49c,1
n3af78b5f8abe474,1
n86e8ebc60b25401,0
nbe946334dec146e,0
n08db9f3f247546b,1
nf8f419b54b4d4f4,0
nd30f80ebe76f4ca,1
nd98b6009d8c44cd,1
ndff2531c36d7465,1
n969817dd92a0494,1
n644bf750f43c4a3,0
n42de42ba20e744e,0
n3e4386ff5420401,1
n710cee19acc74fe,0
nfb28e396380b42e,0
nd113234678cf4d5,0
ne751dec48fa240e,0
nf26fa24b708d4b9,1
n65e24aa767ba425,1
na6157dc1c031485,1
n0752a74615b84a0,0
nb47f84126b3a439,1
ne3bd97f1d3ee46c,1
na8a2203a0b8f453,1
n90b012d8bb7647c,1
n7ad5395203f64ab,1
n5fe747ca274c426,0
n0ad83438ce50481,0
n5285e99c8a5043e,0
n76a6c290af0e4a0,1
n7c5e44d44b334c5,0
na7525939d764413,0
nbbf8a602b0f94ee,1
n7fb2247ab66d485,0
n5f5356074d7e4cf,1
n5f917b2f5b2f455,0
nff5d5b3143b24cf,0
ne65186f986ad40b,0
n044a62382ddd467,0
nc13a41f362f04e7,1
nf38a42b88a2f4cd,0
nfeeed76945234f6,1
n8424ca7820b148d,0
n6c0d89bdcb4d4fd,0
n84161db6ea70414,1
n2bae552b09be4db,1
n5d0d6c882108481,0
n0e4cd8a7e1e1443,1
n527dd2f9ceb041c,0
n06e1f5686edb410,1
nda29bf6ce2e844b,0
nbcfd30bd709f45d,0
na10506eef51c4db,1
na425c9a16efd4bf,0
ncbcbecd02575463,0
n03dc70867512474,0
n3a79965e015d4d6,1
nd937aeb318a7454,1
n3bf31c6f8c7e4b9,1
n2cd1fe9ab2b2423,1
n1a67e3b368c044f,0
nc8ac288927fe40e,1
nba9adf902c9f4c7,1
n0a3e052aff704a1,1
n01e76cc833b846d,1
n65bf03d7cb664fe,1
n448a2551ee4544d,1
n0848f4e81db64cb,0
nb15cd708a7b249e,1
n7211800013da4d2,1
nf929ae2a6ea24ae,1
neab772d7c3a0411,0
n0aeadc0bf343444,0
n02256300d7d04c4,1
n2d3b650ede6d454,0
n5c695c7c2748427,1
n66cfb54f06a94ce,1
nc9754a2f0af241a,0
n1f97edd69b4a43a,1
nb8bf960632e5449,1
n98b8eb66e7f24d1,1
n09023d2c5397488,0
nc6c4de5ec3ef475,0
n06fa9133ac394b0,0
na9e8a39b986b42f,1
n14d4fdb8a4134f9,0
n9098106124614aa,0
n57d54c3f8d9c410,1
nc9f9338e44474b5,1
n789de8129b1e4fc,1
nd1212208db04437,1
nb88886d164bf4df,0
n57d4fd29997d463,1
n1ed22f8b77b54aa,0
nab3a917a08ee46f,1
nc231f0b74959408,0
n476749f93c184c5,1
nfedf7d4ac70a4a0,0
n460ae5deb2094ac,1
n9fdde6eee3ff497,0
n36f8dc4440534bc,1
n77a3595ab0ac4bd,1
nd3c57f9ec7bb426,0
nd09b857c3def49c,1
n954d8afdaabd48e,1
nf18ba8dcf1d94be,1
n0634eb87e89e468,0
n922b04c953b448d,0
nac2f8cb1f6b542c,1
n5ad8ee2275a2415,1
n6f25097cc76b403,0
n3eeb5fb1133842e,0
n8e8ec97877724e4,0
n89bb69ed49254eb,0
n4e51193b63764ec,0
ncfd5bbc38ee245f,0
n04508c9c358e426,1
n4fa99b7d9d78432,1
n8d00e13db889486,0
nd0ca18355158425,1
n9ac3c916302647d,0
nd55ace68db6f402,1
nc03b222da9134be,1
n7b06264b4a78486,0
nba2d13d81e0c480,1
n9795ff81a0684ab,0
nfe3ece6fdab74cc,1
n731e0f2c70ec47f,1
n8947e38c835142f,1
n81efa13d1e2241f,0
nddbb96008f4144d,1
n80ec8a8819d7407,0
n7c87b3da7750435,1
n90bb7f0f37de49e,0
n0bd14ee4cf3f419,1
nec5e7b97c55b46a,1
nc30477286ef34ee,1
n5cd241cdc623428,0
nde125295f2cd454,1
n0185e8fa35ac45b,1
n4d7d328770324af,1
n704453e3cd464a2,1
ne7db720f82d4419,0
n9cb6be2fc40a447,1
n0f59fbc12c68424,1
nc7fe5d7c50384ab,1
n8e771c2faca04c1,0
ndddb6093c3fe4b6,0
n5b88975c9e5a41a,0
n702f84d8a0bf46b,0
nbea58459529f412,0
n01122dac74bb414,0
n4c8955de49d24e3,1
n56d2e85a64274a2,0
n20fa67a26940491,0
ne0f30828f6c3482,1
nc62e473ba3d541e,1
nd27c85c56a44456,1
n72b5b668e8f6490,0
n556c7e39fdfa478,0
ne4ff4343c6ba404,1
nf273ba2d399e4a3,1
nc7103f1b011c47d,1
n6d9da2914ddc42e,1
n4e742f0b7069425,0
n173a1c2abda4439,1
n3f5c3619a3924ce,1
n4793f70e1acc438,1
nf97f76cbce71492,1
n440a79c350c9498,0
n594a22671b924b6,1
n0fd4262d6b8a46c,1
n7b0e2694e15443a,0
n1e12fdc3b7a040c,1
nad4e37832754466,1
nb8a7907c43064f3,1
na0aaa23e622c4c4,1
n2eb32add068d436,0
n89afcfddbddc49c,1
n00077cca36e0404,1
nabae12753f5048b,0
n4095e5ceec5349c,1
n5707537228dc447,0
ne18e005302a942a,0
n76a6f6cfd70d4b9,0
n2c18839f50554e6,0
n5fa0966fbe18400,1
na2440e61dc3f4a2,1
nbe94bbeb1a44466,1
n9a47d4746d114ed,0
n247e286ee5c4486,0
n011196804d404de,1
n974f42cfdaad444,0
ndf02c0c0df1d404,0
n027a69f33a044c7,0
ndf63d99b95804d9,0
n1483c5e7dedc498,1
n84a02bae0bfd4d6,1
ndba26ad93d0b433,0
n005dee3621bf4f9,0
nbccad078effe497,1
n37781d42b3cf4b7,1
n8ae9a77338a5427,1
nd482e40f7b0743c,0
n559586803af6400,0
na47a04597725434,0
n1b064d3a90f048c,1
n441f31000b294dd,0
n309d6f67f59c406,0
n29f95e192a7145c,0
n01c72bc9d08241b,0
n608f259bfdd64d4,0
n01007531b8754b3,0
n8414b34f6d9a43b,1
n2c6b8257aa944d0,1
nabc752e9572c4b6,1
na957cfbae7bd4a4,1
n0a437ccd0c0f40e,1
nd4c7493bfe9f4fa,1
n880a242a07db487,1
n74bfb314ba3b4f4,0
nb9b68d08512246d,1
ne5ed0f018403442,1
ne05703a7dbf944a,0
n6f24960f98c8467,1
n48722a75c06545f,0
n36bc5367095b499,1
n8e5af931b84b436,0
n1fc7ef81f07149d,0
n1eed58ae68fd4bf,0
nc0bb569938f447f,1
neb54f8ed0edd45a,1
nb7085dd3049e40e,1
ncdbee1e29679473,1
nfb8805dfbb7e475,0
nb2ea9e7c091b4bf,0
n9f69a23dc9d049e,0
nc4683d8da3ab481,0
ned2f5aa101b741a,1
ne4035c84140b493,1
nefc766d7035445f,1
n1e74cb5b8aa3406,0
n9b6e0fe02ac443a,1
nf5288ae9f6fc447,1
nf2724c3dee5f4b3,0
n6a0d9af170a3441,1
nafa4aa744186431,1
n68e48816662542e,1
n8bb16f10513442e,1
n23150978fca945c,0
n5a8cf80f899d4ab,1
n57f2da1dbf274fa,0
n37199fc1f96f45e,0
nff22f0dbf392434,1
n185fa14aa1334c6,0
nf184a9da225c43a,1
n1896f319365640a,1
nf2cb749f19e7494,1
n7ae72998dec24f3,1
na4f8502a98eb4d0,0
ne7510ab768aa49d,0
n4635069449d5432,0
neecdadae799c4a4,0
nd06fe5a86f15416,1
n78a8e3c4e6a4404,1
ndc73a58a9101408,1
n6f78d3945c0f495,0
ncc9c29d92d75452,0
n0513d6b4243f49d,1
nc3d785602f4a422,0
n77842dcd66b7434,0
n430e5ae05a104f2,1
naf271c91868e45c,0
na62df7004802432,1
n305a071232e7438,1
nf95252658f2b4b9,1
na75500c3788f4fe,1
nbadc44e47c03404,1
nf870f48ff4704b4,1
n020734662a394d5,1
n5943ff3766774e5,0
na62e09d77e4645a,1
n2a3305c7ba2c4a6,1
nfd8caaa9a791409,0
n34e9dc990cb7406,1
nb0d1b4181a3e431,0
ned5923d9feba449,0
na18a9280f11045f,1
na1de73de58034a9,1
nc9abd7ab0b6f450,1
n85e7bb6731414eb,1
naa10f39ad6d345d,0
n9797a8392f12469,1
na478670bc38b43c,1
ne256e1451019475,0
n83930c3061b5464,0
na838b6bd57944b6,1
n90162a8417d04ea,1
n4b582256f9ed4de,1
n617019b7a183443,1
n1feba7e25bdb470,1
n9dfdeabc33314b0,1
n110085f490de4d7,1
n64975f90b3854ab,0
ne80c57912f7a4e1,1
n0e672806d31d417,1
ndc9105aabac446d,0
n9a71d00b5874463,0
n16499289547740b,0
na0066f281728474,1
nede84e4ae37b4f1,0
n083c4b7d883b446,0
n46c32da591864e7,1
n29802005d014439,0
n99f66f737196417,1
n9ed7828a4d6147a,0
n9fc7f048a1a1446,1
n52b6906214d341d,1
n4af760eb0a86436,0
n7e48f26e50a7419,1
n50874857f15f4f5,1
ndafc566128be4cb,1
n5ac8d4809a09415,0
n1c9cea5393e3497,0
nc2957964ca59424,0
nc1edd516e81e444,0
n115a5b831a024c1,1
n1dd530d3d17b493,0
naddf61fe43a54c8,0
n2c12b765d0b74c9,0
n3bb07d4c963c4e9,0
n8bd66cd101f74a9,0
n5b1312c72c12485,1
ncf6f85ef414e479,1
nf06ca25bdde24bd,1
naad44aea0ecb4a4,1
na7232ea1bfb444e,1
ne69799f8ebcb480,1
naea231c4a294481,0
nc94c911448b349a,0
nee1f228093f2403,0
n112a257542a7439,0
n84cb9ea8f3b24f2,1
nfd0eaaf19c254d2,1
nd69d955053474fb,0
n4c4d536f96c14af,1
ne7ad4e569f8e439,0
n41cd5dc67fea459,0
n7c759af54a7b4ef,0
n268b0bcf3f874f2,0
n9150acb548ca456,1
nde07f4776bd944c,1
n9aea63b7c761421,1
n931c6846b88d481,0
nb4462e0e0dde445,0
n5f2b21f06fd44fa,0
nc4a566e8d298422,0
nb4390157e10340c,0
n3e577771708e40c,0
nfaa50df258684ce,1
nd8446cf7a466428,0
n2360d2fd6947417,0
n35ad0d364ba3442,0
ne0e95373093748b,1
nbe963748c0b14f3,0
ne8c3d02691ef4c9,0
n82e4bb6b9f08416,1
n5b7be529459149e,1
n97981ddc9b1a445,1
n88a10b80ff154e1,0
naa5611b9ef1b45b,1
n321b84deba9f431,0
ne8197d4e9f85462,0
n39bc83fd4b6244c,1
n20b2150f37914c7,0
n206486f6cfa34e7,1
n8c5567c74cb343a,0
n79f5931ea20c486,0
n93c0ea4f7dad4bd,1
n75931d83c7f6444,1
n8e9f73b1cc284b2,0
n9d294e70c1e3403,0
nfdd906ee41c34cc,0
n6e2f11a5418546f,1
n8bfba13e3efe426,1
n9f34b31d1eed4e9,0
n52c7c37d57274a2,1
ndc5a587a773f42e,0
n79bd3a813d5f4ca,1
n3c5dc430a1174a7,0
n50f9659078d64f4,0
nfbb672346c154f0,1
nd5b5bb83d26a441,1
ndfb155bc4b15454,0
na222b589136a4d3,1
n89927510061242f,0
nf95649b132924c6,0
n42f278e07c0f450,0
ne25d1ea6c8134bb,1
n46a432454b2d4b0,0
ne52ab9ab5cdf45d,0
n310d40d750a04a2,1
n113b701bb1a4441,1
nd8d8aefdf7134c2,0
n7da9902f311c4fc,0
n90e8791be9fc458,0
nbe27b96ddad9423,0
n5a53811aeb804b5,1
na6396b9a94924f3,1
n9aeb5792129a46e,0
n1e85d84c5921428,1
n9d31b52ff311403,1
nc33b0f9ee8834a6,1
n79a9c795b76e4fb,1
ned97eb7880d24ac,0
n0534fb15387e4ff,1
n2f18727ed813449,1
n65e60cd499074c9,1
n9181878f91094c1,0
n9a0be2e201c84b7,0
n429a37b12632492,1
ne537ae1423d7417,0
n6c1d353ea9ba49d,0
n6f15646b3d8140e,0
n742b4950f495467,0
n9a4e69e375a54c4,1
n6f54b21b796f47f,0
n9ea859a295c642b,0
n8b6d3b79e1fb466,1
ncceecfd59fc946c,1
n5554197ad78c4ff,0
nc1d791f8ca864d8,0
n3cf4bd93eae0471,0
n943084186fb2415,1
nd30b4d26c83a4cf,1
n13f34e2b3b50489,0
n52557518a6b74ec,1
n543a24c192d24eb,1
n6044ed1ba1b04a5,0
n53c523aab81143c,1
neffbdf4be0484e7,0
n5a9b78b4f386445,1
n1df66f3827714ba,0
nc0ee990c4471432,0
nd89945396b4f4b3,0
nc403deff81f443e,1
nd485012c5df54e3,1
na5576cbd5fb54a1,0
ne380178c026d48b,1
n7db534699d44437,0
n9f56079cf2da4fc,0
n8570f62ed938434,0
necb185229e77449,1
neb5440446bc9425,0
nf850de7850534b8,0
ne249c42d86c7486,0
n8f2c011de3204ae,1
n009a272e47b1452,1
n549e6bc1c9834d8,0
n5d5c2197d6c84dd,0
n599b31565dfe44c,1
nc28843a5639e42f,1
n501e1d96b19d42b,1
ne58fad7fb2824ea,1
n28a14a80143e4ea,0
n560f7c00892442b,1
n6b189358cd51438,1
n91c9990551db44e,0
nf37759e30576433,0
n26cd1ab2866a456,0
n31c2c17ca79e447,1
n889ed54bc16544f,1
nf66f136a1d7b4f1,0
n4d718d8d9ba340a,1
n74d3bc16d82e419,1
ne8d8fe1f1d134d9,1
n4ec8f346738e41a,0
n1fa40d0c4f924e8,0
n44d150166a494ba,0
n0f57fc19a1834b3,0
n799c9b1335d243a,0
n8d7342c540ad4f7,0
na4c10f9480e4464,0
n48ada79a227f492,0
n4a65b7b8e62e49c,0
nceddc5420c25476,0
n2df1a6ee222e420,1
n42f4756abda045b,0
na20990833589430,1
nd80fe412e79e492,0
nd7b6152022ed47c,0
n14da6f8c72b9465,1
nfd7aacc3ead649a,1
n3abb70ae63b84fb,0
n436ff120170e464,1
nbd2eb85c2b1042a,1
nce725deed9c54d1,1
ncaf71aa1c2554dd,0
nf350177339c94c9,1
n8df3026aface45a,0
n977f0cf715594a4,0
n389f6274e1ae4a2,1
ne0d843e023d34c3,0
naf42d1675f26487,0
nc34a3194dbc7428,0
n8f15e99d2e3749d,1
nf7d479e544f74c1,0
n8e5d1d4e8acb4d7,0
n1f50f455cb61489,0
nc2ac57eb300a44f,0
nc6fa8a67d90240f,1
n8c6fc3bf5ce94f7,1
n396f917464f24e0,1
nb0c0e13894f944c,1
nedb5a1f7c86a4c6,0
n1a610f67f4c84da,1
nbd69ff4f317240f,1
nc709f5be06484dd,1
na1e035a98b18492,1
n8d6303d7668f484,0
nde6a3c1c42f743a,0
na0e1ca8c0c75401,0
n346dbf81ec084fa,0
n084e4e0cc6284a8,0
n4f66e2d63af6404,0
nabd9d55378bc492,0
n0400fefe584549b,0
n04450fc66294415,1
n20812e99bd264e5,0
nfeeae2db841947a,1
n8286b8c91fbe471,1
nf98997d2460e40b,1
nddeb83ca2dc1409,1
n0fd9b70b49cb4d0,1
